IDUNSPSC,descripcion_esp,descripcion_regional
50463240,Maíz merlin enlatado o envasado,Maíces en lata o en frasco
50463241,Maíz milagro enlatado o envasado,Maíces en lata o en frasco
50463242,Maíz nk – 199 enlatado o envasado,Maíces en lata o en frasco
50463243,Maíz durazno y crema enlatado o envasado,Maíces en lata o en frasco
50463244,Maíz blanco perla enlatado o envasado,Maíces en lata o en frasco
50463245,Maíz  pegasus enlatado o envasado,Maíces en lata o en frasco
50463246,Maíz  fenomenal enlatado o envasado,Maíces en lata o en frasco
50463247,Maíz  dama de platino enlatado o envasado,Maíces en lata o en frasco
50463248,Maíz  precioso enlatado o envasado,Maíces en lata o en frasco
50463249,Maíz   pristine enlatado o envasado,Maíces en lata o en frasco
50463250,Maíz  rápido enlatado o envasado,Maíces en lata o en frasco
50463251,Maíz  radiante enlatado o envasado,Maíces en lata o en frasco
50463252,Maíz  seneca brave enlatado o envasado,Maíces en lata o en frasco
50463253,Maíz  amanecer seneca enlatado o envasado,Maíces en lata o en frasco
50463254,Maíz  horizonte seneca enlatado o envasado,Maíces en lata o en frasco
50463255,Maíz  brillo de estrella seneca enlatado o envasado,Maíces en lata o en frasco
50463256,Maíz  noche blanca seneca enlatado o envasado,Maíces en lata o en frasco
50463257,Maíz  showcase enlatado o envasado,Maíces en lata o en frasco
50463258,Maíz  reina plateada enlatado o envasado,Maíces en lata o en frasco
50463259,Maíz  bella nieve enlatado o envasado,Maíces en lata o en frasco
50463260,Maíz nieve de primavera enlatado o envasado,Maíces en lata o en frasco
50463261,Maíz  premio de primavera enlatado o envasado,Maíces en lata o en frasco
50463262,Maíz  azúcar y oro enlatado o envasado,Maíces en lata o en frasco
50463263,Maíz rollo de azúcar enlatado o envasado,Maíces en lata o en frasco
50463264,Maíz nieve de azúcar enlatado o envasado,Maíces en lata o en frasco
50463265,Maíz baile de sol enlatado o envasado,Maíces en lata o en frasco
50463266,Maíz estrella tell enlatado o envasado,Maíces en lata o en frasco
50463267,Maíz terminador enlatado o envasado,Maíces en lata o en frasco
50463268,Maíz tesoro enlatado o envasado,Maíces en lata o en frasco
50463269,Maíz tuxedo enlatado o envasado,Maíces en lata o en frasco
50463301,Berros de tierra enlatados o envasados,Berros  en lata o en frasco
50463302,Nasturtium enlatado o envasado,Berros  en lata o en frasco
50463304,Berros de invierno enlatados o envasados,Berros  en lata o en frasco
50463401,Cocombro arena enlatado o envasado,Cocombros en lata o en frasco
50463402,Cocombro americano enlatado o envasado,Cocombros en lata o en frasco
50463403,Cocombro atena enlatado o envasado,Cocombros en lata o en frasco
50463404,Cocombro blanco lungo de parigi enlatado o envasado,Cocombros en lata o en frasco
50463405,Cocombro verde burpless buen sabor enlatado o envasado,Cocombros en lata o en frasco
50463406,Cocombro chicago pickling enlatado o envasado,Cocombros en lata o en frasco
50463407,Cocombro manzana cristal enlatado o envasado,Cocombros en lata o en frasco
50463408,Cocombro limón cristal enlatado o envasado,Cocombros en lata o en frasco
50463409,Cocombro danimas enlatado o envasado,Cocombros en lata o en frasco
50463410,Cocombro gherkin enlatado o envasado,Cocombros en lata o en frasco
50463411,Cocombro hokus enlatado o envasado,Cocombros en lata o en frasco
50463412,Cocombro japonés enlatado o envasado,Cocombros en lata o en frasco
50463413,Cocombro karela enlatado o envasado,Cocombros en lata o en frasco
50463414,Cocombro korila enlatado o envasado,Cocombros en lata o en frasco
50463415,Cocombro verde largo mejorado enlatado o envasado,Cocombros en lata o en frasco
50463416,Cocombro mas mercado enlatado o envasado,Cocombros en lata o en frasco
50463417,Cocombro enano enlatado o envasado,Cocombros en lata o en frasco
50463418,Cocombro pickling nacional enlatado o envasado,Cocombros en lata o en frasco
50463419,Cocombro persa enlatado o envasado,Cocombros en lata o en frasco
50463420,Cocombro telégrafo enlatado o envasado,Cocombros en lata o en frasco
50463421,Cocombro telégrafo mejorado enlatado o envasado,Cocombros en lata o en frasco
50463422,Cocombro vert de massy cornichon enlatado o envasado,Cocombros en lata o en frasco
50463423,Cocombro yamato enlatado o envasado,Cocombros en lata o en frasco
50463501,Berenjena bambino enlatada o envasada,Berenjenas en lata o en frasco
50463502,Berenjena  belleza negra enlatada o envasada,Berenjenas en lata o en frasco
50463503,Berenjena  negra enorme enlatada o envasada,Berenjenas en lata o en frasco
50463504,Berenjena  chino enlatada o envasada,Berenjenas en lata o en frasco
50463505,Berenjena  huevo de pascua enlatada o envasada,Berenjenas en lata o en frasco
50463506,Berenjena  filipino enlatada o envasada,Berenjenas en lata o en frasco
50463507,Berenjena   mercado de florida enlatada o envasada,Berenjenas en lata o en frasco
50463508,Berenjena  india enlatada o envasada,Berenjenas en lata o en frasco
50463509,Berenjena  italiano enlatada o envasada,Berenjenas en lata o en frasco
50463510,Berenjena  japonés enlatada o envasada,Berenjenas en lata o en frasco
50463511,Berenjena  morado largo enlatada o envasada,Berenjenas en lata o en frasco
50463512,Berenjena   rayas larga enlatada o envasada,Berenjenas en lata o en frasco
50463513,Berenjena  mercado de dinero enlatada o envasada,Berenjenas en lata o en frasco
50463514,Berenjena  ova enlatada o envasada,Berenjenas en lata o en frasco
50463515,Berenjena   arveja enlatada o envasada,Berenjenas en lata o en frasco
50463516,Berenjena  tom bajito enlatada o envasada,Berenjenas en lata o en frasco
50463517,Berenjena  siciliano enlatada o envasada,Berenjenas en lata o en frasco
50463518,Berenjena  tailandés enlatada o envasada,Berenjenas en lata o en frasco
50463519,Berenjena  violeta de florencia enlatada o envasada,Berenjenas en lata o en frasco
50463520,Berenjena  blanco enlatada o envasada,Berenjenas en lata o en frasco
50463601,Endivias witloof de brucelas orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463602,Endivias francocastel orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463603,Endivias catalogna de galantina orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463604,Endivias chioggia orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463605,Endivias grumolo verde orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463606,Endivias raíz larga magdeburg orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463607,Endivias palla rosa zorzi precoce orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463608,Endivias radice amare orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463609,Endivias rosa de traviso orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463610,Endivias  rosa de verona orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463611,Endivias soncino orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463612,Endivias sugarthi orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463613,Endivias verona orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463614,Endivias witloof zoom orgánica enlatadas o envasadas,Endivias en lata o en frasco
50463701,Hinojo cantino enlatado o envasado,Hinojos en lata o en frasco
50463702,Hinojo fino enlatado o envasado,Hinojos en lata o en frasco
50463703,Hinojoherald enlatado o envasado,Hinojos en lata o en frasco
50463704,Hinojo perfección enlatado o envasado,Hinojos en lata o en frasco
50463705,Hinojo sirio enlatado o envasado,Hinojos en lata o en frasco
50463706,Hinojo florencia dulce enlatado o envasado,Hinojos en lata o en frasco
50463707,Hinojo tardo enlatado o envasado,Hinojos en lata o en frasco
50463801,Ajo tarde california enlatado o envasado,Ajos en lata o en frasco
50463802,Ajo tallos chinos enlatado o envasado,Ajos en lata o en frasco
50463803,Ajo cebollin  enlatado o envasado,Ajos en lata o en frasco
50463804,Ajo germidor enlatado o envasado,Ajos en lata o en frasco
50463805,Ajo guardado largo enlatado o envasado,Ajos en lata o en frasco
50463806,Ajo ramson enlatado o envasado,Ajos en lata o en frasco
50463807,Ajo rocambola enlatado o envasado,Ajos en lata o en frasco
50463808,Ajo rosa de lautrec enlatado o envasado,Ajos en lata o en frasco
50463809,Ajo solent blanco enlatado o envasado,Ajos en lata o en frasco
50463810,Ajo morado español enlatado o envasado,Ajos en lata o en frasco
50463811,Ajo valentina italiana enlatado o envasado,Ajos en lata o en frasco
50463901,Petula enlatada o envasada,Calabazas en lata o en frasco
50463902,Melon amargo enlatado o envasado,Calabazas en lata o en frasco
50463903,Botella calabaza enlatada o envasada,Calabazas en lata o en frasco
50463904,Calabash gounds enlatada o envasada,Calabazas en lata o en frasco
50463905,Melón peludo enlatado o envasado,Calabazas en lata o en frasco
50463906,Calabaza amarga enlatada o envasada,Calabazas en lata o en frasco
50463907,Loofah suave enlatado o envasado,Calabazas en lata o en frasco
50463908,Serpiente de calabaza enlatada o envasada,Calabazas en lata o en frasco
50463909,Calabaza larga amarga enlatada o envasada,Calabazas en lata o en frasco
50463910,Calabaza tinda enlatada o envasada,Calabazas en lata o en frasco
50463911,Calabaza tindoori enlatada o envasada,Calabazas en lata o en frasco
50464001,Guisante chino enlatada o envasada,Guisantes en lata o en frasco
50464002,Guisante inglés enlatada o envasada,Guisantes en lata o en frasco
50464003,Guisante de jardín enlatada o envasada,Guisantes en lata o en frasco
50464004,Guisante nieve enlatada o envasada,Guisantes en lata o en frasco
50464005,Guisante snap dulce enlatada o envasada,Guisantes en lata o en frasco
50464101,Albahaca enlatada o envasada,Hierbas en lata o en frasco
50464102,Laurel enlatado o envasado,Hierbas en lata o en frasco
50464103,Borraja enlatada o envasada,Hierbas en lata o en frasco
50464104,Alcaravea enlatada o envasada,Hierbas en lata o en frasco
50464105,Perifollo enlatado o envasado,Hierbas en lata o en frasco
50464106,Cilantro enlatado o envasado,Hierbas en lata o en frasco
50464107,Chipolinos enlatado o envasado,Hierbas en lata o en frasco
50464108,Hoja de curry enlatada o envasada,Hierbas en lata o en frasco
50464109,Eneldo enlatado o envasado,Hierbas en lata o en frasco
50464110,Epazote enlatado o envasado,Hierbas en lata o en frasco
50464111,Fenogreco enlatado o envasado,Hierbas en lata o en frasco
50464112,Limonaria enlatada o envasada,Hierbas en lata o en frasco
50464113,Mejorana enlatada o envasada,Hierbas en lata o en frasco
50464114,Menta enlatada o envasada,Hierbas en lata o en frasco
50464115,Orégano enlatado o envasado,Hierbas en lata o en frasco
50464116,Pápalo enlatado o envasado,Hierbas en lata o en frasco
50464117,Pápalo delgado enlatado o envasado,Hierbas en lata o en frasco
50464118,Perilla enlatada o envasada,Hierbas en lata o en frasco
50464119,Recao  enlatado o envasado,Hierbas en lata o en frasco
50464120,Romero enlatado o envasado,Hierbas en lata o en frasco
50464121,Salvia enlatada o envasada,Hierbas en lata o en frasco
50464122,Salsifí enlatada o envasada,Hierbas en lata o en frasco
50464123,Satureja enlatada o envasada,Hierbas en lata o en frasco
50464124,Estragón enlatado o envasado,Hierbas en lata o en frasco
50464125,Tomillo enlatado o envasado,Hierbas en lata o en frasco
50464126,Tumeric enlatado o envasado,Hierbas en lata o en frasco
50464127,Verdolaga enlatada o envasada,Hierbas en lata o en frasco
50464201,Col rizada enlatada o envasada,Coles en lata o en frasco
50464202,Repollo verde enlatado o envasado,Coles en lata o en frasco
50464301,Colinabo estrella azur enlatado o envasado,Colinabos en lata o en frasco
50464302,Colinabo verde viena enlatado o envasado,Colinabos en lata o en frasco
50464303,Colinabo lanro enlatado o envasado,Colinabos en lata o en frasco
50464304,Colinabo viena morada enlatado o envasado,Colinabos en lata o en frasco
50464305,Colinabo trero rowel enlatado o envasado,Colinabos en lata o en frasco
50464306,Colinabo viena blanca enlatado o envasado,Colinabos en lata o en frasco
50464401,Puerro cobra gigante otoño enlatado o envasado,Puerros en lata o en frasco
50464402,Puerro otoño mamut 2 enlatado o envasado,Puerros en lata o en frasco
50464403,Puerro blue de solaise enlatado o envasado,Puerros en lata o en frasco
50464404,Puerro cortina enlatado o envasado,Puerros en lata o en frasco
50464405,Puerro prelina enlatado o envasado,Puerros en lata o en frasco
50464406,Puerro salvaje enlatado o envasado,Puerros en lata o en frasco
50464501,Lenteja beluga enlatada o envasada,Lentejas  en lata o en frasco
50464502,Lenteja  verde francesa enlatada o envasada,Lentejas  en lata o en frasco
50464503,Lenteja verde enlatada o envasada,Lentejas  en lata o en frasco
50464504,Lenteja crimson pequeña enlatada o envasada,Lentejas  en lata o en frasco
50464505,Lenteja pardina española enlatada o envasada,Lentejas  en lata o en frasco
50464506,Lenteja roja separada enlatada o envasada,Lentejas  en lata o en frasco
50464507,Lenteja amarilla separad enlatada o envasada,Lentejas  en lata o en frasco
50464508,Lenteja tarahumara rosada enlatada o envasada,Lentejas  en lata o en frasco
50464601,Lechuga  bibb enlatada o envasada,Lechugas en lata o en frasco
50464602,Lechuga  boston enlatada o envasada,Lechugas en lata o en frasco
50464603,Lechuga frisee enlatada o envasada,Lechugas en lata o en frasco
50464604,Lechuga rosa lola enlatada o envasada,Lechugas en lata o en frasco
50464605,Lechuga  mixta masculina enlatada o envasada,Lechugas en lata o en frasco
50464606,Lechuga mizuna enlatada o envasada,Lechugas en lata o en frasco
50464607,Lechuga hoja roja enlatada o envasada,Lechugas en lata o en frasco
50464608,Lechuga oja roja roble enlatada o envasada,Lechugas en lata o en frasco
50464609,Lechuga romana ruby enlatada o envasada,Lechugas en lata o en frasco
50464610,Lechuga romana bebé roja enlatada o envasada,Lechugas en lata o en frasco
50464611,Lechuga cabeza de mantequilla enlatada o envasada,Lechugas en lata o en frasco
50464612,Lechuga china enlatada o envasada,Lechugas en lata o en frasco
50464613,Lechuga cabeza tostada enlatada o envasada,Lechugas en lata o en frasco
50464614,Lechuga hoja verde enlatada o envasada,Lechugas en lata o en frasco
50464615,Lechuga iceberg enlatada o envasada,Lechugas en lata o en frasco
50464616,Lechuga cordero enlatada o envasada,Lechugas en lata o en frasco
50464617,Lechuga hoja suelta enlatada o envasada,Lechugas en lata o en frasco
50464618,Lechuga mache enlatada o envasada,Lechugas en lata o en frasco
50464619,Lechuga boston roja enlatada o envasada,Lechugas en lata o en frasco
